FORM_ID,FORM_NAME
405ADRC,ANADARCHE
405ADRC1,ANADARCHE 1
405ADRC2,ANADARCHE 2
405ADRC3,ANADARCHE 3
405ADRC4,ANADARCHE 4
405ADRC5,ANADARCHE 5
405ADRCL,ANADARCHE LOWER
405ADRCU,ANADARCHE UPPER
405ALTMS,ALTAMONT C / MYRICK STATION
405AMBC,ADAMS BRANCH /LM/
405AMTC,ALTAMONT C
405AMTCB,ALTAMONT C / ALTAMONT B
405ARGN,ARGENTINE
405ARTR,ARTHUR
405ATB2,ALTAMONT B-2
405ATWN,AUTWINE
405AVNT,AVANT
405AVNTL,AVANT LOWER
405AVNTU,AVANT UPPER
405AZNE,A ZONE
405BCKO,BLACK OSTRACODAL
405BCYE,BRISCOE / YULE
405BDDG,BRUNDIDGE
405BFLS,BETHANY FALLS
405BGGS,BEGGS
405BGGSL,BEGGS LOWER
405BGGSU,BEGGS UPPER
405BGLK,BIG LAKE
405BGSL,BIG SALT SD
405BHMMW,BEGGSHOXBAR MMARCHANDWADE
405BHMW,BEGGSHEATHMARCHANDWADE
405BKER,BAKER
405BLCK,BLOCK
405BLCT,BELLE CITY
405BLCTL,BELLE CITY LOWER
405BLCTU,BELLE CITY UPPER
405BLKSH,BLACK SHALE
405BLKSL,BLACK SHALE LOWER
405BNBDG,BURNS / BRUNDIDGE
405BNSJ,BURNS / JONES/SD/
405BPLKT,BASAL PENNSLYVANIAN / LANSING-KANSAS CITY / TOPEKA
405BRAD,BRAD
405BRBY,BARBY
405BRDL,BARNSDALL
405BRKR,BURKHART
405BRKRC,BURKHART C
405BRKRL,BURKHART LOWER
405BRKRU,BURKHART UPPER
405BRLM,BROWN LIME /KANSAS/
405BRLS,BROYLES
405BRNR,BRUNER
405BRNS,BURNS
405BRNSL,BURNS LOWER
405BRNSU,BURNS UPPER
405BRSC,BRISCOE
405BRSCL,BRISCOE LOWER
405BRSCU,BRISCOE UPPER
405BRSN,BRONSON
405BSHHM,BEGGS / HEATH / HOXBAR / MARCHAND
405BSPG,BONNER SPRINGS
405BTLRZ,BUTLER ZONE
405BUHN,BAYOU / HEALDTON
405BYOU,BAYOU
405BYOU1,BAYOU 1
405BYOUL,BAYOU LOWER
405BYOUM,BAYOU MIDDLE
405BYOUU,BAYOU UPPER
405BZNE,B ZONE
405BZRD,BUZZARD
405CBFS1,CHECKERBOARD FLOODING SURFACE 1
405CBJS,CHECKERBOARD / JONES
405CBKS,CANYON BLACK SH
405CBLN,CHECKERBOARD / LAYTON
405CCKB,CHECKERBOARD
405CCKB1,CHECKERBOARD 1
405CCKB2,CHECKERBOARD 2
405CCKB3,CHECKERBOARD 3
405CCKBL,CHECKERBOARD LOWER
405CCKBM,CHECKERBOARD MIDDLE
405CCKBU,CHECKERBOARD UPPER
405CCLM,CROSS CUT LM
405CDCB,CLEVELAND / CHECKERBOARD
405CDCGD,CLEVELAND / COTTAGE GROVE / DOUGLAS
405CDCK,CADDO CREEK
405CDTW,CLEVELAND / TONKAWA
405CDUHR,CLEVELAND UPPER / HOGSHOOTER
405CELKC,CONGLOMERATE / LANSING-KANSAS CITY
405CFDR,CONFEDERATE
405CFVL,COFFEYVILLE
405CGFS1,COTTAGE GROVE FLOODING SURFACE 1
405CGFS2,COTTAGE GROVE FLOODING SURFACE 2
405CGGV,COTTAGE GROVE /SD/
405CGGV2,COTTAGE GROVE 2
405CGGVB,COTTAGE GROVE B
405CGGVL,COTTAGE GROVE LOWER
405CGGVM,COTTAGE GROVE MIDDLE
405CGGVU,COTTAGE GROVE UPPER
405CGGVW,COTTAGE GROVE WASH
405CGGVZ,COTTAGE GROVE ZONE
405CGVCD,COTTAGE GROVE / CLEVELAND
405CHBB,CHUBBEE
405CHBBL,CHUBBEE LOWER
405CHBBS,CHUBBEE SD
405CHBBU,CHUBBEE UPPER
405CHNT,CHANUTE
405CHVL,CHERRYVALE
405CKBO1,CHECKERBOARD OOLITIC 1
405CKMK,CHECKERBOARD MARKER
405CLAT,CARMICHAEL / AVANT
405CLBR,CASTLEBURY LM
405CLCK,COLONY CREEK
405CLFS1,CLEVELAND FLOODING SURFACE 1
405CLPM,CULP / MELTON
405CLPML,CULP MELTON LOWER
405CLPMM,CULP MELTON MIDDLE
405CLPMU,CULP MELTON UPPER
405CLVD,CLEVELAND
405CLVD1,CLEVELAND 1
405CLVD2,CLEVELAND 2
405CLVD3,CLEVELAND 3
405CLVD4,CLEVELAND 4
405CLVDA,CLEVELAND A
405CLVDB,CLEVELAND B
405CLVDL,CLEVELAND LOWER
405CLVDM,CLEVELAND MIDDLE
405CLVDS,CLEVELAND SD
405CLVDU,CLEVELAND UPPER
405CLVDZ,CLEVELAND ZONE
405CMCK,CLEM CREEK
405CMLLN,CARMICHAEL / LAYTON
405CNLM,CANYON LM
405CNLMU,CANYON LM UPPER
405CNLN,COUNTY LINE
405CNLN1,COUNTY LINE 1
405CNLN3,COUNTY LINE 3
405CNNC,CANYON CITY
405CNRF,CANYON REEF
405CNRFL,CANYON REEF LOWER
405CNRFU,CANYON REEF UPPER
405CNSD,CANYON SD
405CNSD1,CANYON SD 1
405CNSD2,CANYON SD 2
405CNSDL,CANYON SD LOWER
405CNSDU,CANYON SD UPPER
405CNVL,CANVILLE
405CNVLM,CANVILLE LM
405CNYD,CANYON DENSE
405CNYN,CANYON
405CNYN1,CANYON 1
405CNYN2,CANYON 2
405CNYNL,CANYON LOWER
405CNYNU,CANYON UPPER
405CODRW,CISCO / DYER / WADE
405COLM,COLME
405CPSD,CROSS PLAINS SD
405CRDL,CRINOIDAL
405CRPL,CROSS PLAINS
405CRSC,CROSS CUT
405CRSCL,CROSS CUT LOWER
405CRSCU,CROSS CUT UPPER
405CRVL,CRINERVILLE
405CRVLL,CRINERVILLE LOWER
405CRVLU,CRINERVILLE UPPER
405CRZR,CRITZER
405CSCC,CISCO / CANYON
405CSHXO,CISCO / HOXBAR / OOLITIC
405CULP,CULP
405CZNE,C ZONE
405DDCK,DODDS CREEK
405DENY,DE NAY
405DEWY,DEWEY
405DEWYL,DEWEY LOWER
405DGBDL,DOG BEND/LM/
405DGKSC,DOUGLAS / KANSAS CITY
405DLMN,DOLMAN
405DLRD,DILLARD
405DLRDL,DILLARD LOWER
405DLRDU,DILLARD UPPER
405DMMD,DRUMMOND
405DNNS,DENNIS
405DOYL,DOYLE /LM/ S OKLA/ DES MOINES/
405DOYL1,DOYLE 1
405DOYL2,DOYLE 2
405DOYL3,DOYLE 3
405DOYL4,DOYLE 4
405DOYL5,DOYLE 5
405DOYLU,DOYLE UPPER
405DRUM,DRUM
405DUBE,DAUBE
405DUBEL,DAUBE LOWER
405DUBEU,DAUBE UPPER
405DUBEZ,DAUBE ZONE
405DYCC,DYER / CISCO LOWER / CISCO UPPER
405DYCL,DYER LOWER / CISCO
405DYER,DYER
405DYERL,DYER LOWER
405DYERM,DYER MIDDLE
405DYERU,DYER UPPER
405EKMR,ERICK / MISSOURI
405ERCK,ERICK
405EUDR,EUDORA
405EVNS,EVANS
405EVSMS,EVANS / MORRIS
405EXLM,EXLINE/LM/
405EXLN,EXLINE
405EZNE,E ZONE
405FLWR,FLOWER
405FNTN,FONTANA
405FRCS,FRANCIS
405FRGS,FERGUSON
405FUNK,FUNK
405FUNKL,FUNK LOWER
405FUNKU,FUNK UPPER
405FZNE,F ZONE
405GDNS,GIDDENS
405GDNSL,GIDDENS LOWER
405GDNSU,GIDDENS UPPER
405GLBG,GALESBURG
405GRFD,GRAFORD
405GRMS,GRIMES
405GRRT,GARRETT
405GRRTC,GARRETT C
405GRRTZ,GARRETT ZONE
405GRWS,CANYON GRANITE WASH
405GRWSL,GRANITE WASH LOWER
405GRWSM,GRANITE WASH/MISSOURIAN/
405GRWSU,GRANITE WASH UPPER
405GZNE,G ZONE
405HBRLM,HOXBAR LOWER / HOXBAR MIDDLE
405HBRLU,HOXBAR LOWER / HOXBAR UPPER
405HCKL,HOME CREEK LM
405HDGS,HODGES
405HDLD,HEDLUND
405HDTN,HUDDLESTON
405HFSE1,HOGSHOOTER FLOODING SURFACE 1
405HFSE2,HOGSHOOTER FLOODING SURFACE 2
405HGCK,HOG CREEK
405HGSR,HOGSHOOTER
405HGSR1,HOGSHOOTER 1
405HGSR2,HOGSHOOTER 2
405HGSR3,HOGSHOOTER 3
405HGSRL,HOGSHOOTER LOWER
405HGSRM,HOGSHOOTER MIDDLE
405HGSRU,HOGSHOOTER UPPER
405HHXB,HEATH / HOXBAR
405HKCK,HICKORY CREEK
405HLDN,HEALDTON
405HLDN1,HEALDTON 1
405HLDN2,HEALDTON 2
405HLDN3,HEALDTON 3
405HLDN4,HEALDTON 4
405HLDNL,HEALDTON LOWER
405HLLT,HALLET
405HLTP,HILLTOP
405HMCK,HOME CREEK
405HMCKS,HOME CREEK SD
405HMCR,HOME CREEK REEF
405HMFL,HOMINEY FALLS
405HOSR,HOOSIER LM
405HPCK,HUSHPUCKNEY
405HPCKS,HUSHPUCKNEY SH
405HPLR,HEPLER
405HPLR1,HEPLER 1
405HPLR2,HEPLER 2
405HPLRL,HEPLER LOWER
405HPLRU,HEPLER UPPER
405HRAL,HERTHA LOWER
405HRDY,HARDY
405HRKY,HARKY/SD/
405HRRS,HARRIS /SD/
405HRTH,HERTHA
405HRWE,HOXBAR / WADE
405HSMKR,HOGSHOOTER MARKER
405HTSL,HOT SHALE
405HUBR,HUBER
405HUBR1,HUBER 1
405HUBR2,HUBER 2
405HUBR3,HUBER 3
405HWT1B,HEWITT 1B
405HWT1C,HEWITT 1C
405HWT2A,HEWITT 2A
405HWT2B,HEWITT 2B
405HWT2C,HEWITT 2C
405HWTT,HEWITT
405HWTT1,HEWITT 1
405HWTT2,HEWITT 2
405HWTT3,HEWITT 3
405HWTT4,HEWITT 4
405HWTT5,HEWITT 5
405HXBO,HOXBAR OOLITIC
405HXBOL,HOXBAR OOLITIC BASAL
405HXBR,HOXBAR
405HXBR1,HOXBAR 1
405HXBR2,HOXBAR 2
405HXBR3,HOXBAR 3
405HXBR4,HOXBAR 4
405HXBR5,HOXBAR 5
405HXBR6,HOXBAR 6
405HXBR7,HOXBAR 7
405HXBRL,HOXBAR LOWER
405HXBRM,HOXBAR MIDDLE
405HXBRU,HOXBAR UPPER
405HXLN,HOXBAR / LAYTON
405HXMRY,HOXBAR / MARCHAND / YULE
405HXRHT,HOXBAR / HART
405HXRRE,HOXBAR / ROWE
405HXSKR,HOXBAR / SKINNER
405IDCK,ISLAND CREEK
405IOLA,IOLA
405JKZN,JK ZONE
405JNSCB,JONES / CHECKERBOARD
405JONS,JONES /SD/
405JONSL,JONES/SD/ LOWER
405JONSU,JONES/SD/ UPPER
405JUDY,JUDY
405JUDYZ,JUDY ZONE
405KCAPN,KANSAS CITY A  / PENNSYLVANIAN
405KCBLB,KANSAS CITY B / LANSING B
405KCCK,KEECHI CREEK
405KCLGC,KANSAS CITY / LANSING / CHASE
405KCLWR,KANSAS CITY LOWER
405KCPV,KANSAS CITY / PENNSYLVANIAN
405KCTP,KANSAS CITY / TOPEKA
405KCTW,KANSAS CITY / TONKAWA
405KCTYB,KANSAS CITY BASE
405KLSO,KELSO
405KNBL,KNOB SD LOWER
405KNBM,KNOB SD MIDDLE
405KNBN,KNOBTOWN
405KNBNL,KNOBTOWN LOWER
405KNBNM,KNOBTOWN MIDDLE
405KNBNU,KNOBTOWN UPPER
405KNBU,KNOB SD UPPER
405KNOB,KNOB SD
405KSCCL,KANSAS CITY / CLEVELAND
405KSCHS,KANSAS CITY / HODGES
405KSCI,KANSAS CITY I
405KSCJ,KANSAS CITY J
405KSCK,KANSAS CITY K
405KSCL,KANSAS CITY L
405KSCTG,KANSAS CITY G
405KSSC,KANSAS CITY
405KSSC1,KANSAS CITY 1
405KSSC2,KANSAS CITY 2
405KSSCA,KANSAS CITY A
405KSSCB,KANSAS CITY B
405KSSCC,KANSAS CITY C
405KSSCD,KANSAS CITY D
405KSSCE,KANSAS CITY E
405KSSCF,KANSAS CITY F
405KSSCH,KANSAS CITY H
405KSSCK,KANSAS CITY MARKER
405KSSCL,KANSAS CITY LOWER /BASAL/
405KSSCU,KANSAS CITY UPPER
405KTRN,KATHERINE
405LADHT,LANSING A / LANSING D / LANSING H / LANSING I / TORONTO
405LAEL,LAEL
405LANE,LANE
405LASGZ,LANSING Z
405LAUL,LAULA
405LCKY,LACKEY
405LCSN,LANSING-KANSAS CITY / SHAWNEE
405LDOR,LADORE
405LDRT,LANDRETH
405LEDCT,LANSING-KANSAS CITY / LANSING E / LANSING D / LANSING C / TO
405LFHFS,LANSING F / LANSING H / FORT SCOTT
405LFKCC,LANSING F / LANSING-KANSAS CITY / LANSING C
405LFRD,LANSFORD /ZONE/
405LGB1,LANSING B1
405LGB2,LANSING B2
405LGCV,LANSING / COUNCIL GROVE
405LGDL,LANSING D LOWER
405LGDU,LANSING D UPPER
405LGFL,LANSING F LOWER
405LGFU,LANSING F UPPER
405LGHTO,LANSING H / TORONTO
405LGIED,LANSING I / LANSING E / LANSING D
405LGJFC,LANSING J / LANSING F / LANSING C
405LGKC,LANSING-KANSAS CITY
405LGKCA,LANSING-KANSAS CITY A
405LGKCB,LANSING-KANSAS CITY B
405LGKCC,LANSING-KANSAS CITY C
405LGKCD,LANSING-KANSAS CITY D
405LGKCE,LANSING-KANSAS CITY E
405LGKCF,LANSING-KANSAS CITY F
405LGKCG,LANSING-KANSAS CITY G
405LGKCH,LANSING-KANSAS CITY H
405LGKCI,LANSING-KANSAS CITY I
405LGKCJ,LANSING-KANSAS CITY J
405LGKCK,LANSING-KANSAS CITY K
405LGKCL,LANSING-KANSAS CITY L
405LGKCM,LANSING-KANSAS CITY M
405LGKCO,LANSING-KANSAS CITY / OREAD
405LGKCP,LANSING-KANSAS CITY / PLEASANTON
405LGLCA,LANSING L / LANSING C / LANSING A
405LGTK,LANSING / TOPEKA
405LHGCB,LANSING H / LANSING G / LANSING C / LANSING B
405LIGBA,LANSING J / LANSING G / LANSING B / LANSING A
405LINN,LINN
405LJEBA,LANSING J / LANSING E / LANSING B / LANSING A
405LJHGD,LANSING J / LANSING H / LANSING G / LANSING D
405LKCBP,LANSING-KANSAS CITY / BASAL PENNSYLVANIAN
405LKCCG,LANSING-KANSAS CITY / COUNCIL GROVE
405LKCCS,LANSING-KANSAS CITY / CONGLOMERTSD
405LKCFR,LANSING-KANSAS CITY / FORAKER
405LKCJE,LANSING-KANSAS CITY J / LANSING-KANSAS CITY E
405LKCLC,LANSING-KANSAS CITY / LECOMPTON
405LKCLR,LANSING-KANSAS CITY LOWER
405LKCPM,LANSING-KANSAS CITY / PLATTSMOUTH
405LKCPN,LANSING-KANSAS CITY / PENNSYLVANIAN
405LKCT,LANSING-KANSAS CITY / TORONTO
405LKCTA,LANSING-KANSAS CITY / TOPEKA
405LKCTT,LANSING-KANSAS CITY / TORONTO / TOPEKA
405LKFBE,LANSING K / LANSING F  /LANSING E / LANSING B
405LKJHA,LANSING-KANSAS CITY J / LANSING-KANSAS CITY H / LANSING-KANS
405LKJHC,LANSING K / LANSING J / LANSING H / LANSING D / LANSING C
405LKJHF,LANSING-KANSAS CITY J / LANSING-KANSAS CITY H /LANSING-KA F
405LKJIC,LANSING K / LANSING J / LANSING I / LANSING C
405LKJIT,LANSING K / LANSING J / LANSING I / TORONTO
405LKPBP,LANSING-KANSAS CITY / PLEASANTON / BASAL PENNSYLVANIAN
405LKUHK,LANSING K / LANSING I / LANSING H / LANSING-KANSAS CITY
405LLJIA,LANSING L / LANSING J / LANSING I / LANSING H / LANSING A
405LLKJC,LANSING L / LANSING K / LANSING J / LANSING C
405LNGAG,LANSING A / LANSING G
405LNGG2,LANSING G-2
405LNGG3,LANSING G-3
405LNGGD,LANSING G / LANSING D
405LNGHL,LANSING H LOWER
405LNGHU,LANSING H UPPER
405LNGIC,LANSING I/LANSING C
405LNGJ2,LANSING J-2
405LNGJE,LANSING J / LANSING E
405LNGJH,LANSING J / LANSING H
405LNGK2,LANSING K-2
405LNGKF,LANSING K / LANSING F
405LNGKH,LANSING K / LANSING H
405LNGKL,LANSING K LOWER
405LNGL,LINGLE
405LNGLC,LANSING L / LANSING C
405LNGLL,LANSING L LOWER
405LNGM,LANSING G MIDDLE
405LNGN,LONGTON
405LNGSP,LANSING J / SWOPE
405LNGU,LANSING G UPPER
405LNICT,LANSING I / LANSING C / TORONTO
405LNKJB,LANSING K / LANSING J / LANSING B
405LNKJI,LANSING K / LANSING J / LANSING I
405LNKLC,LANSING K / LANSING C
405LNSA1,LANSING A1
405LNSG,LANSING
405LNSG1,LANSING 1
405LNSG2,LANSING 2
405LNSG3,LANSING 3
405LNSG4,LANSING 4
405LNSG5,LANSING 5
405LNSG6,LANSING 6
405LNSG7,LANSING 7
405LNSG8,LANSING 8
405LNSG9,LANSING 9
405LNSGA,LANSING A
405LNSGB,LANSING B
405LNSGC,LANSING C
405LNSGD,LANSING D
405LNSGD,LANSING D
405LNSGE,LANSING E
405LNSGF,LANSING F
405LNSGF,LANSING F
405LNSGG,LANSING G
405LNSGH,LANSING H
405LNSGH,LANSING H
405LNSGI,LANSING I
405LNSGI,LANSING I
405LNSGJ,LANSING J
405LNSGJ,LANSING J
405LNSGK,LANSING K
405LNSGK,LANSING K
405LNSGL,LANSING LOWER
405LNSGM,LANSING M
405LNSGU,LANSING UPPER
405LNSGX,LANSING X
405LNSGY,LANSING Y
405LNSGZ,LANSING ZONE
405LNSID,LANSING I / LANSING D
405LNSIG,LANSING I / LANSING G
405LNSJI,LANSING J / LANSING I
405LNSKA,LANSING K / LANSING A
405LNSLY,LANSING / LAYTON
405LOCO,LOCO
405LOCO1,LOCO 1
405LOCO2,LOCO 2
405LOCOA,LOCO A
405LOCOB,LOCO B
405LOCOL,LOCO LOWER
405LOCOU,LOCO UPPER
405LOPN,LOCO / PERMIAN
405LOUL,LOULA
405LSATO,LANSING A / TORONTO
405LSGDC,LANSING D / LANSING C
405LSGHC,LANSING H / LANSING C
405LSGJB,LANSING J / LANSING B
405LSGKJ,LANSING K / LANSING J
405LSGL,LANSING G LOWER
405LSNGL,LANSING L
405LWRY,LOWERY
405LYTCG,LAYTON/COTTAGE GROVE /SD/
405LYTN,LAYTON
405LYTN1,LAYTON 1
405LYTN2,LAYTON 2
405LYTN3,LAYTON 3
405LYTN4,LAYTON 4
405LYTNA,LAYTON A
405LYTNB,LAYTON B
405LYTNC,LAYTON C
405LYTNH,LAYTON/SH/
405LYTNL,LAYTON LOWER
405LYTNM,LAYTON MIDDLE
405LYTNS,LAYTON SAND
405LYTNU,LAYTON UPPER
405LYTNZ,LAYTON ZONE
405LZNE,L ZONE
405MCCK,MUNCIE CREEK
405MCCSH,MUNCIE CREEK/SH/
405MCKN,MCKINNEY
405MCLKC,MIDDLE CREEK / LANSING-KANSAS CITY
405MCRF,MUNCRIEF
405MDCK,MIDDLE CREEK
405MDRN,MEDRANO
405MDRN2,MEDRANO 2
405MDRNL,MEDRANO LOWER
405MDRNM,MEDRANO MIDDLE
405MDRNU,MEDRANO UPPER
405MDVL,MADISONVILLE /LM/
405MDWE,MARCHAND / WADE
405MKBN,MCKINNEY / BURNS
405MLNY,MALONEY
405MLTN,MELTON
405MLTN2,MELTON 2
405MLTN3,MELTON 3
405MLTNL,MELTON LOWER
405MLTNM,MELTON MIDDLE
405MLTNU,MELTON UPPER
405MNDC,MOUND CITY
405MNDCS,MOUND CITY SHALE
405MNSR,MUENSTER
405MNUDS,MISSOURIAN UPPER / DOUGLAS
405MOBEH,MEDRANO / BRISCOE / HERVEY
405MRCD,MARCHAND /SD/
405MRCD1,MARCHAND 1
405MRCD2,MARCHAND 2
405MRCD3,MARCHAND 3
405MRCDA,MARCHAND A
405MRCDC,MARCHAND C
405MRCDL,MARCHAND LOWER
405MRCDM,MARCHAND MIDDLE
405MRCDU,MARCHAND UPPER
405MRCDZ,MARCHAND ZONE
405MRCOG,MISSOURI / CISCO / GRANITE WASH
405MRMN,MERRIMAN
405MRRM,MERRIAM
405MRSD,MORAN SD
405MRSLM,MORRIS /LM/
405MRSSD,MORRIS/SD/
405MSLM,MUSSELLEM
405MSLML,MUSSELLEM LOWER
405MSLMU,MUSSELLEM UPPER
405MSRDM,MISSOURI / DES MOINES
405MSRLM,MISSOURI /LM/
405MSSLM,MUSSELEM
405MSSR,MISSOURI
405MSSRA,MISSOURIAN A
405MSSRE,MISSOURI E
405MSSRL,MISSOURI LOWER
405MSSRM,MISSOURI MIDDLE
405MSSRU,MISSOURI UPPER
405MSSRZ,MISSOURI ZONE
405MZNE,M ZONE
405NCL12,NICHOLS 1 / NICHOLS 2
405NCLS,NICHOLS /PENNSYLVANIAN/
405NCLSL,NICHOLS LOWER
405NCLSM,NICHOLS MIDDLE
405NCLSU,NICHOLS UPPER
405NCLUP,NICHOLS UPPER / NICHOLS LOWER
405NCOLS,NICHOLS
405NILS,NILES
405NILSL,NILES LOWER
405NILSU,NILES UPPER
405NKCB,NUYAKA BLACK CREEK SHALE
405NLBL,NELLIE BLY
405NOXI,NOXIE
405NRRS,NORRIS
405NYKA,NUYAKA
405NZNE,N ZONE
405OCCB,OKLAHOMA CITY CHECKERBOARD
405OCCB2,OKLAHOMA CITY CHECKERBOARD 2
405OCCBL,OKLAHOMA CITY CHECKERBOARD LOWER
405OCCBM,OKLAHOMA CITY CHECKERBOARD MIDDLE
405OCDL,OSTRACODAL /LM/
405OCLM,OOLITIC LM
405OCLT,OCHELATA
405OKCL,OKLAHOMA CITY / LAYTON
405OKES,OKESA
405OLCT,OIL CITY
405OLTC,OOLITIC
405OLTC1,OOLITIC 1
405OLTC2,OOLITIC 2
405OLTC3,OOLITIC 3
405OLTCL,OOLITIC LOWER
405OLTCU,OOLITIC UPPER
405OSGL,OSAGE LAYTON /MISSOURIAN/
405OSGL2,OSAGE LAYTON 2
405OSGLL,OSAGE LAYTON LOWER
405OSGLM,OSAGE LAYTON MIDDLE
405OSGLU,OSAGE LAYTON UPPER
405OVSD,OVERALL /SD/
405OZNE,O ZONE
405PAOL,PAOLA
405PCKL,POST CREEK LM
405PEDE,PEDEE
405PINE,PINE
405PLBG,PLATTSBURG
405PLBGL,PLATTSBURG LOWER
405PLBGU,PLATTSBURG UPPER
405PLCN,PALACINE
405PLNW,POLLNOW
405PLPN,PALO PINTO
405PLPN1,PALO PINTO 1
405PLPN2,PALO PINTO 2
405PLPNA,PALO PINTO A
405PLPNB,PALO PINTO B
405PLPNC,PALO PINTO C
405PLPNL,PALO PINTO LOWER
405PLPNS,PALO PINTO SD
405PLPNU,PALO PINTO UPPER
405PLSN,PLEASANTON
405PLSNS,PLEASANTON SHALE
405PMSFC,PLEASANTON / MYRICK STATION / FORT SCOTT / CHEROKEE SD
405PPLM,PALO PINTO LM
405PPLML,PALO PINTO LM LOWER
405PPLMU,PALO PINTO LM UPPER
405PPLS,PEOPLES
405PPRF,PALO PINTO REEF
405PRHG,PRE-HOGSHOOTER
405PRRY,PERRY/SD/
405PRRYL,PERRY LOWER
405PRRYM,PERRY MIDDLE
405PRRYU,PERRY UPPER/SD/
405PRYL,PERRY/LM/
405PTIO,PATIO
405PTIOB,PATIO B
405PTIOD,PATIO D
405PTTY,PATTY
405PZNE,P ZONE
405QNDR,QUINDARO
405QUVR,QUIVIRA
405QZNE,Q ZONE
405RBRT,ROBERTS
405RCTR,RICHTER
405RDLP,RANDOLPH
405RDLP1,RANDOLPH 1
405RDLP2,RANDOLPH 2
405RDLP3,RANDOLPH 3
405REDD,REDD /SD/
405REWE,ROWE / WADE
405RNGR,RANGER /LM/
405RNGR1,RANGER 1
405RNGR2,RANGER 2
405RNGRL,RANGER LOWER
405RNGRM,RANGER MIDDLE /LM/
405RNGRU,RANGER UPPER
405RULE,RULE
405RVCCH,RIVERTON COAL / CHEROKEE COAL
405RVRD,REVARD
405RYTN,RAYTOWN
405SAND,PENNSYLVANIAN MISSOURIAN SAND
405SBND,SOUTH BEND
405SCLD,SCHOOL LAND
405SCLD1,SCHOOL LAND 1
405SCLD2,SCHOOL LAND 2
405SDDN,SHADDEN
405SEAY,SEAY
405SGGR,SWAGGERT
405SHLNK,SHAWNEE / LANSING / KANSAS CITY
405SKTK,SKIATOOK
405SLKR,STALNAKER
405SLKRS,STALNAKER/SD/
405SMNL,SEMINOLE
405SMNR,SUMNER ZONE
405SNBR,SNIABAR
405SONR,SONORA /SD/
405SPLKC,SWOPE /LANSING-KANSAS CITY
405SPRS,SPEARS
405SRNS,STEARNS
405SRTW,STALNAKER / TONKAWA
405STNN,STANTON
405STNR,STONER
405STRK,STARK
405STRKD,STARK D
405STRKE,STARK E
405STRKH,STARK SH
405STRKL,STARK LOWER
405STRKU,STARK UPPER
405STRY,STRAY SD
405STRYB,STRAY B
405STRYL,STRAY SD LOWER
405STRYU,STRAY SD UPPER
405SWLGZ,SAW LOG ZONE
405SWOP,SWOPE
405SWPKC,SWOPE / KANSAS CITY
405SWPTW,SWOPE / TONKAWA
405TCKT,TACKET
405THYR,THAYER /THAYER COAL/
405TI,TI
405TKCK,TURKEY CREEK
405TNKW,TONKAWA /MISSOURIAN/
405TNKWL,TONKAWA LOWER /MISSOURIAN/
405TNKWM,TONKAWA MIDDLE
405TNKWU,TONKAWA UPPER /MISSOURIAN/
405TODD,TODD
405TRPD,TORPEDO
405TULY,TULEY
405TULY1,TULEY 1
405TULY2,TULEY 2
405TULY3,TULEY 3
405TULYL,TULEY LOWER
405TULYM,TULEY MIDDLE
405TULYU,TULEY UPPER
405VILS,VILAS
405VLMDM,VIRGIL / MISSOURI / DES MOINES
405VRDN,VERDEN
405VRMO,VIRGIL / MISSOURI
405WADE,WADE
405WADE1,WADE 1
405WADE2,WADE 2
405WADE3,WADE 3
405WADEB,WADE B
405WADEL,WADE LOWER
405WADEM,WADE MIDDLE
405WADEU,WADE UPPER
405WANN,WANN
405WCRN,WATCHORN
405WDECP,WADE / CULP
405WDLBL,WADE LOWER / BRISCOE LOWER
405WEA,WEA
405WECCL,WADE / CISCO/LM/
405WEMCM,WADE / MEDRANO / CULP / MELTON
405WEYE,WADE / YULE
405WILL,WILLIE
405WLDR,WILDHORSE
405WLKR,WALKER /SD/
405WLPN,WILLOW POINT
405WNCLL,WINCHELL /LM/
405WNDT,WYANDOTTE
405WNDTL,WYANDOTTE LOWER
405WNDTU,WYANDOTTE UPPER
405WNRS,WINTERSET
405WRVL,WESTERVILLE
405WSMR,WESTHEIMER
405YELL,YELL
405YLFK,YULE / FUNK
405YTES,YATES
405YULE,YULE
405YULE1,YULE 1
405YULE2,YULE 2
405YULE3,YULE 3
405YULEL,YULE LOWER
405YULEU,YULE UPPER
405ZCKM,ZUCKERMAN
405ZCKML,ZUCKERMAN LOWER
406ABRN,AUBURN
406ADA,ADA
406ADAA,ADA A
406ADAB,ADA B
406ADAC,ADA C
406ADKS,ADKINS
406ADLLW,ALBANY DOLOMITE LOWER / LECOMPTON / WOLFCAMP
406ADMWE,ADMIRE / WABAUNSEE
406ALBDL,ALBANY DOLOMITE LOWER
406AMRD,AMERADO
406AMZN,AMAZONIA
406AMZNL,AMAZONIA DITCH LM
406ARMG,ARMSTRONG
406ARMG1,ARMSTRONG 1
406ARMG2,ARMSTRONG 2
406ARMGU,ARMSTRONG UPPER
406AVIS,AVIS
406BALL,BALL SD
406BAUM,BAUM SD
406BCCK,BACHELOR CREEK
406BCKG,BRECKENRIDGE /LM/
406BCKGL,BRECKENRIDGE LOWER
406BCKGU,BRECKENRIDGE UPPER
406BCRC,BLACK RANCH /LM/
406BDCK,BIRD CREEK
406BERN,BERN
406BGHR,BIG HEART
406BGLM,BUNGER LM
406BGSD,BUNGER SD
406BGSP,BIG SPRINGS
406BHCNR,BOOTH / COLINE / ROWE
